normalized_text;aspect
ya allah bapak prabowo bukannya saya jahat saya senang adanya mbg karena dapat membantu anak yang sakunya sedikit saya juga sedih bapak karena akan pengaruh penghasilan orang kantin yang berjualan di sekolah;Pelaksanaan Program di Sekolah
bersekolah saya kapan ya sampai sekarang belum di mengirim mbg;Pelaksanaan Program di Sekolah
iya benar sekali;Ketidaksetujuan dan Risiko Program
bapak prabowo is the best;Dukungan terhadap Program
bapak makanannya banyak yang basi kebuang-buang mubazir;Pelaksanaan Program di Sekolah
kurang efektif bapak karena banyak yang tidak di makanlah sama anak;Pelaksanaan Program di Sekolah
hidup prabowo;Ketidaksetujuan dan Risiko Program
lebih baik di tiadakan bapak;Ketidaksetujuan dan Risiko Program
bapak prabowo makanlah gratis di menghentikan saja banyak yang keracunan di diganti uang nua saja memberikan ke siswanya agar orang tuanya yang memasak nya sama bersekolah gratis;Pelaksanaan Program di Sekolah
alhamdulillah anak saya masih paud selalu di makan sampai habis saya suapi agar ingin makanlah;Pelaksanaan Program di Sekolah
maaf bapak banyak makanan tidak sama-sama di makanlah dan porsi tidak sesuai 15 ribu rupiah paling 10 ribu ke Bawah;Ketidaksetujuan dan Risiko Program
iya di berhenti saja di lombok banya yang mendapat nasi basi;Ketidaksetujuan dan Risiko Program
lebih baik mencicil  utang negara bapak agar tidak di spelekn negara berbeda;Ketidaksetujuan dan Risiko Program
sebenar program ini sangat baik yang mengolah menambah seperti alangkah baik nya uang sebyak itu untuk lapangan bekerja setiap daerah anak makanlah bergizi sama-sama saat bersekolah saja sementara kebutuhan di rumah sulit kalau bagi yang memiliki bekerja yang mampu ya lezat;Pelaksanaan Program di Sekolah
saya berjualan nasi kuning menjadi  sepi bapak mayoritas biasa yang membeli ibu ibu untuk sarapan anaknya di perum sekarang sepi karena karena mbg;Pelaksanaan Program di Sekolah
ini program yang membuat negara menambah besar hutangnya;Ketidaksetujuan dan Risiko Program
insya allah ikhlas rida untuk mbg daripada untuk di korupsi;Dukungan terhadap Program
saran bapak yang mendapat mbg untuk daerah pelosok saja bapak jangan di samakan dengan di kota kalau di kota masih sanggup saya merasa untuk makanlah saja jangan karena mbg yang berbeda menjadi korban bapak;Ketidaksetujuan dan Risiko Program
tolong di dikaji ulang bapak karena sangat banyak penyelenggara hanya memikirkan keuntungan tanpa memperhatikan kualitas makanan sehat;Ketidaksetujuan dan Risiko Program
anggaran besar kurang efektif tidak tepat sasaran;Ketidaksetujuan dan Risiko Program
program presiden sangat baik yang tidak sangat baik yang memasak biasanya;Dukungan terhadap Program
bapak bos lebih baik dialihkan ke yang berbeda ini sumber kkn teori sangat baik dari saya kecil tidak diberikan mbg masih hidup siapa hari ini;Ketidaksetujuan dan Risiko Program
yang bergizi juga yang mendapat bagian proyek mbg nya;Ketidaksetujuan dan Risiko Program
biaya yang di asumsikan pasti tidak sampai setengah dari anggaran hadeh;Ketidaksetujuan dan Risiko Program
bapak presiden kami tidak diberikan makanlah gratis;Pelaksanaan Program di Sekolah
mantap bapak;Ketidaksetujuan dan Risiko Program
terima kasih bapak telah membuka lapangan bekerja untuk kami kaum ibu-ibu;Dukungan terhadap Program
mencoba saja berikan kepada orang tua murid dan kepada anak anak yatim parah sekali sudah program ini berasa tidak adil saya sudah putus bersekolah masih sma padahal karena karena ekonomi terpaksa mencari uang untuk makanlah;Pelaksanaan Program di Sekolah
semoga program ini tidak hanya wacana saja tetapi  benar-benar direalisasikan sampai kepada anak anak di desa;Dukungan terhadap Program
terima memberikan bapak imbasnya baikdan banyak manfaatnya mulai dari pasar tenaga bekerja dan banyak imbasnya pokoknya bapak;Ketidaksetujuan dan Risiko Program
permisi bapak sekolah kami belum mendapatkan bagian;Pelaksanaan Program di Sekolah
bapak prabowo hentikan saja makanan nya lebih baik uang nya saja per orang 10 ribu sayang makanan nya di membuang lebih baik uang nya saja bapak;Ketidaksetujuan dan Risiko Program
sekolah saya belum mendapat curang sekali;Ketidaksetujuan dan Risiko Program
yang belum mendapat;Ketidaksetujuan dan Risiko Program
saya setuju sih daripada di uangkan terkadang sama orang tuanya di pakai judi online membeli yang lainnya;Ketidaksetujuan dan Risiko Program
program teratas bapak prabowo satu sppg dapat memberikan asupan gizi tiga 500 anak anak menciptakan 50 an tenaga bekerja pemasaran bahan baku terarah dapat menghidupkan petani nelayan peternak dan usaha umkm petani menambah tenaga bekerja nelayan menambah tenaga bekerja peternak menambah tenaga bekerja dan usaha umkm menambah tenaga bekerja jika satu kecamatan adanya dua atau tiga sppg luar biasa peningkatan putaran ekonominya;Ketidaksetujuan dan Risiko Program
tolong dikaji ulang program mbg nya;Ketidaksetujuan dan Risiko Program
semoga mbg terus berjalan karena sangat membantu;Ketidaksetujuan dan Risiko Program
terima memberikan bapak;Dukungan terhadap Program
indonesia lebih membutuhkan pendidikan gratis daripada makanlah gratis dan di garis bawahi makanlah bergizi di lapangan;Pelaksanaan Program di Sekolah
kalau programnya sampai kepada semua daerah anak anak pelosok juga akan merasakan manfaatnya itu artinya kesempatan mereka untuk maju menjadi  lebih adil dan merata;Ketidaksetujuan dan Risiko Program
pertanyaan saya bapak tahu tidak program bapak banyak yang keracunan di berbagai tempat;Pelaksanaan Program di Sekolah
kok saya tidak mendapat;Ketidaksetujuan dan Risiko Program
pali belum bapak kami juga menginginkan merasakan seperti sekolah berbeda sudah sama-sama mendapat makanlah gratis;Pelaksanaan Program di Sekolah
tidak adanya manfaatnya;Ketidaksetujuan dan Risiko Program
di tempat anak saya bersekolah malahan belum adanya;Pelaksanaan Program di Sekolah
lebih baik dinaikkan gaji umr tidak sih kalau tidak jaminan pekerjaan untuk seluruh indonesia;Ketidaksetujuan dan Risiko Program
terima kasih bapak;Dukungan terhadap Program
membuat sulit sendiri uang utang ditambah bunga;Ketidaksetujuan dan Risiko Program
setelah itu negara menambah utang dan pajak akhirnya tetap menaikkan;Ketidaksetujuan dan Risiko Program
bapak lampung tengah belum terlaksana sama kurang;Pelaksanaan Program di Sekolah
mbg belum  sampai di sekolah saya bapak;Ketidaksetujuan dan Risiko Program
bersekolah saya belum dapat;Pelaksanaan Program di Sekolah
bersekolah saya saja belum terbagi;Pelaksanaan Program di Sekolah
sama-sama terbuang bapak sudah  mentahnya saja suruh memasak di rumah;Pelaksanaan Program di Sekolah
di Kendal adanya sekolah mts tidak dapat makanlah gratis bapak;Pelaksanaan Program di Sekolah
sampai sekarang tidak pernah muncul di sekolah saya;Pelaksanaan Program di Sekolah
itu makanlah nya sekali atau berkali sekali;Ketidaksetujuan dan Risiko Program
yang memberi program bapak presiden yang memberi modal pajak rakyat;Dukungan terhadap Program
bapak mengapa sekolahku belum mendapat;Pelaksanaan Program di Sekolah
terima kasih bapak presiden ri prabowo subianto;Dukungan terhadap Program
lanjutkan bapak agar masyarakat juga dapat merasakan uang negara daripada habis dikoprupsi sama pejabat lebih baik membuang untuk rakyat;Ketidaksetujuan dan Risiko Program
di sini belum kawan;Dukungan terhadap Program
tetap saja kawan dapat di korupsi sama yang memegang setiap daerah saya yakin;Ketidaksetujuan dan Risiko Program
bersekolah saya belum mendapat bapak;Pelaksanaan Program di Sekolah
alhamdulillah di kampung saya sudah  mulai kisaran 7 bulan sangat baik kok makanannya sama-sama di makanlah sama anak bersekolah dua keponakan saya juga bekerja di makanlah gratis ini pokoknya;Pelaksanaan Program di Sekolah
alhamdulillah berkat bapak banyak pengangguran mendapat pekerjaan banyak pekerja magang mendapat pengalaman bekerja terima kasih bapak presiden;Dukungan terhadap Program
semoga segera terealisasikan secara merata bapak presiden kami calon kakak sppg siapa di mana pun dan kapan pun;Ketidaksetujuan dan Risiko Program
terima kasih bapak prabowo semanjak adanya mbg usaha anak telur ayam saya lancar menjadi  saya menambah karyawan 8 orang;Ketidaksetujuan dan Risiko Program
bapak prabowo kapan sekolahku mendapat mbg;Ketidaksetujuan dan Risiko Program
kalau anak anak sehat mereka menjadi  dapat lebih fokus untuk belajar makanannya program ini penting sekali untuk anak anak;Pelaksanaan Program di Sekolah
alhamdulillah bersyukur sekali ya allah terima kasih bapak prabowo;Dukungan terhadap Program
hebat sekali anak bersekolah dapat fokus belajar karena gizinya terurus semoga benaran sampai kepada semua daerah termasuk pelosok agar manfaatnya terasa untuk banyak orang;Pelaksanaan Program di Sekolah
luar biasa presiden prabowo presiden seumur hidup;Dukungan terhadap Program
anak yang sehat otomatis lebih siap menghadapi tantangan belajar sehari hari menjadi  program ini dapat dikatakan investasi jangka panjang untuk generasi berikutnya;Ketidaksetujuan dan Risiko Program
swasta mendapat kah;Pelaksanaan Program di Sekolah
untuk bayar utang saja bapak;Ketidaksetujuan dan Risiko Program
seluruh provinsi mana yang adanya maksud prabowo prabowo;Dukungan terhadap Program
mantap bapak presiden mbg hebat;Ketidaksetujuan dan Risiko Program
bersekolah saya belum mendapat dari awal mulai mbg;Ketidaksetujuan dan Risiko Program
bahaya bagi akuntan yang di setir mitra;Ketidaksetujuan dan Risiko Program
maaf bapak prabowo saya mohon hapuskan spp untuk bersekolah swasta;Pelaksanaan Program di Sekolah
sangat setuju presiden ri bapak prabowo subianto kami rakyat indonesia sangat mendukung program pemerintah karena bermanfaat untuk anak bangsa indonesia;Dukungan terhadap Program
usul bapak presiden dapur mbg ditempatkan di sekolah-sekolah jika memungkinkan;Ketidaksetujuan dan Risiko Program
presiden prabowo subianto bedah rumah gratis pasang saluran air gratis sampai sekarang tidak adanya kenyataan;Dukungan terhadap Program
sehat selalu bapak prabowo subianto presiden saya;Dukungan terhadap Program
saya sangat mendukung dengan mbg program bapak prabowo presiden kita;Dukungan terhadap Program
lanjutkan terus bapak presiden prabowo subianto is the best;Dukungan terhadap Program
bapak presiden prabowo subianto orangnya seperti raya mohon di tolongin saya rakyat kecil;Ketidaksetujuan dan Risiko Program
mbg program yang kurang tepat tanpa program itu bersekolah tetap dapat jalan  satu dapur mbg yang bekerja kurang dari 50 orang angagaran satu mbg satu tahun 12 milyar 12 milyar dapat untuk menumbuhkan lebih dari 30 orang dengan usaha bafu;Ketidaksetujuan dan Risiko Program
memangnya negara ri negara maju anggaran mbg sebegitunya belum lagi anggaran yang berbeda;Ketidaksetujuan dan Risiko Program
mohon maaf bapak presiden prabowo di sdn bersekolah anak saya bekasi utara belum mendapat mbg sedangkan bersekolah smp dan sma telah mendapat mbg bersekolah mi saja mendapat mengapa tidak rata padahal bersekolah sd anak saya dekat  sekali sama bersekolah smp;Pelaksanaan Program di Sekolah
terima kasih mbg prabowo gibran saya sebagai ibu rumah tangga merasa terbantu menjadi berkurang pengeluaran belanja bulanan kami;Dukungan terhadap Program
bapak prabowo hentikan mbg bapak jangan sak senenhmu sendiri jangan sak terserah kamu menurutmu menolong tetapi dampak e semua pedagang sepi;Ketidaksetujuan dan Risiko Program
maaf bapak presiden tolong kasihani kami para pedagang di kantin bukan kita tidak menyukai adanya mbg tetapi  sangat  berdampak kepada saya dan teman-teman kantin saya bagaimana bapak solusinya;Pelaksanaan Program di Sekolah
sebenarnya lebih penting kalau uang itu untuk pembangunan bersekolah di pelosok jalan jalan di pelosok;Dukungan terhadap Program
katanya efisiensi anggaran anjing;Ketidaksetujuan dan Risiko Program
di daerah kami belum sampai bapak;Dukungan terhadap Program
bisnis;Ketidaksetujuan dan Risiko Program
semoga program ini terus berjalan konsisten agar manfaatnya panjang dan bukan hanya sesaat saja;Dukungan terhadap Program
semakin banyak lowongan bekerja ini;Ketidaksetujuan dan Risiko Program
program yang dipaksakan untuk memenuhi janji kampanye;Ketidaksetujuan dan Risiko Program
ujung-ujungnya habis asalkan bapak senang;Ketidaksetujuan dan Risiko Program
program yang langsung menyentuh masyarakat terima kasih bapak presiden sehat panjang umur;Dukungan terhadap Program
mengangkat honorer yang di daerah menjadi pns;Ketidaksetujuan dan Risiko Program
seharusnya  besok mulai sudah  bekerja bakti 12 jam tetapi kemarin anggaran belum masuk terasa sesak sekali entah menyangkut di mana;Ketidaksetujuan dan Risiko Program
bogor masih tidak adanya ini;Ketidaksetujuan dan Risiko Program
bukan menciptakan proyek;Ketidaksetujuan dan Risiko Program
bapak lebih baik bersekolah gratis kita yang sekitar bersekolah dapat tutup usahanya dengan mbg kita juga membutuhkan hidup bapak;Ketidaksetujuan dan Risiko Program
alhamdulilah semenjak adanya mbg ini mendapat merekrut tenaga bekerja dan mendapat menghidupi keluarga dari hasil gaji relawan dan umkm tahu tempe pertanian buah beras laris bercerita dari para pedagang;Ketidaksetujuan dan Risiko Program
izin bapak lebih baik makanlah gizi gratis di berhenti kan saja lebih baik uang tersebut di manfaat kan yang lebih baik lagi;Ketidaksetujuan dan Risiko Program
sukses selalu bapak program nya;Dukungan terhadap Program
ini proses;Pelaksanaan Program di Sekolah
terima kasih bapak prabowo di tempatku telah mulai beroperasi terima kasih banyak telah membantu untuk memberikan pekerjaan bagi yang sebelumnya tidak memiliki pekerjaan dan tanpa syarat yang rumit sekali lagi tolong utamakan yang berdomisili bapak karena yang tidak memiliki kendaraan agar dapat turut bekerja;Dukungan terhadap Program
program tidak adanya manfaat;Ketidaksetujuan dan Risiko Program
izin bapak presiden di medan kabupaten karo kecamatan mardingding dan kecamatan laubaleng belum adanya makanan bergizi mbg;Pelaksanaan Program di Sekolah
satu bulan mbg memakan uang hampir satu milyar lebih baik diberikan untuk camilan siswa dapat membantu orang tuanya;Ketidaksetujuan dan Risiko Program
selain bermanfaat untuk anak program ini juga membuka banyak lapangan pekerjaan dan menguntungkan bagi pedagang sayur beras lauk petani dan nelayan sekaligus mengurangi anak mengonsumsi makanan instan daripda uangnya terpakai untuk hal berbeda bila diberikan kepada orang tuanya hehe terima memberikan bapak prabowo;Ketidaksetujuan dan Risiko Program
mbg mengenyangkan memuaskan dan menyehatkan pejabat berwenang terkait juga iya;Ketidaksetujuan dan Risiko Program
terima kasih presiden kuh daripada uangnya hilang di makan tikus lebih baik untuk anak anak penerus bangsa;Pelaksanaan Program di Sekolah
program nya ini sampai kapan sih serius bertanya;Pelaksanaan Program di Sekolah
lebih baik diuangkan tidak dikorupsi sekarang membunuh ekonomi rakyat bawah karena dapur mbg yang memiliki pejabat;Ketidaksetujuan dan Risiko Program
335 nol nol nol nol uang sekian mengira mengira yang masuk kantong pejabat berapa ya;Ketidaksetujuan dan Risiko Program
kebanyakan yang bermain;Ketidaksetujuan dan Risiko Program
belum seluruh provinsi bapak omong asal terima laporan saja bapak ini;Dukungan terhadap Program
mantap presiden saya;Ketidaksetujuan dan Risiko Program
lanjutkan bapak dari rakyat untuk perut rakyat bukan perut pejabat;Ketidaksetujuan dan Risiko Program
sebenarnya saya pun sampai memikirkan begini kalau memang tidak dapat membuat dapur bersekolah agar disajikan panas mengapa tidak sediakan warmer omprenk menciptakan;Ketidaksetujuan dan Risiko Program
